asset,timesteps,seed,sharpe,max_drawdown,mdd_start,mdd_end,avg_turnover,model_path,timeseries_path
BTCUSDT,100000,42,-5.073845155957999,-0.9999674976703118,2019-01-06 17:30:00+00:00,2021-12-30 15:30:00+00:00,0.37025965315703746,data/model/baseline/ppo_baseline_BTCUSDT.zip,data/model/baseline/ppo_baseline_timeseries_BTCUSDT.csv
